,Season,DayNum,WTeamID,LTeamID,WScore,LScore,team1Id,team2Id,y,winnerTeamId,team1Name,team2Name,team1_Seed,team2_Seed,ARate_diff,Active Coaching Length Index_diff,AdjDE_diff,AdjEM_diff,AdjOE_diff,AdjTempo_diff,Adjusted Defensive Efficiency_diff,Adjusted Defensive Efficiency Rank_diff,Adjusted Offensive Efficiency_diff,Adjusted Offensive Efficiency Rank_diff,Adjusted Temo_diff,Adjusted Tempo Rank_diff,BlockPct_diff,DE_diff,Def2PtFG_diff,Def3PtFG_diff,DefFT_diff,FG2Pct_diff,FG3Pct_diff,FG3Rate_diff,FTPct_diff,FTRate_diff,OE_diff,ORPct_diff,Off2PtFG_diff,Off3PtFG_diff,OffFT_diff,OppARate_diff,OppBlockPct_diff,OppFG2Pct_diff,OppFG3Pct_diff,OppFG3Rate_diff,OppFTPct_diff,OppStlRate_diff,Pre-Tournament.AdjDE_diff,Pre-Tournament.AdjEM_diff,Pre-Tournament.AdjOE_diff,Pre-Tournament.AdjTempo_diff,Pre-Tournament.DE_diff,Pre-Tournament.OE_diff,Pre-Tournament.RankAdjDE_diff,Pre-Tournament.RankAdjEM_diff,Pre-Tournament.RankAdjOE_diff,Pre-Tournament.RankAdjTempo_diff,Pre-Tournament.RankDE_diff,Pre-Tournament.RankOE_diff,Pre-Tournament.RankTempo_diff,Pre-Tournament.Tempo_diff,RankARate_diff,RankAdjDE_diff,RankAdjEM_diff,RankAdjOE_diff,RankAdjTempo_diff,RankBlockPct_diff,RankDE_diff,RankDef2PtFG_diff,RankDef3PtFG_diff,RankDefFT_diff,RankFG2Pct_diff,RankFG3Pct_diff,RankFG3Rate_diff,RankFTPct_diff,RankFTRate_diff,RankOE_diff,RankORPct_diff,RankOff2PtFG_diff,RankOff3PtFG_diff,RankOffFT_diff,RankOppARate_diff,RankOppBlockPct_diff,RankOppFG2Pct_diff,RankOppFG3Pct_diff,RankOppFG3Rate_diff,RankOppFTPct_diff,RankOppStlRate_diff,RankStlRate_diff,RankTOPct_diff,RankTempo_diff,RankeFGPct_diff,Raw Defensive Efficiency_diff,Raw Defensive Efficiency Rank_diff,Raw Offensive Efficiency_diff,Raw Offensive Efficiency Rank_diff,Raw Tempo_diff,Raw Tempo Rank_diff,Seed_diff,StlRate_diff,TOPct_diff,Tempo_diff,eFGPct_diff
10,2003,136,1266,1221,72,68,1221,1266,1,1266,Holy Cross,Marquette,14,3,4.342100000000002,-2.0,-4.146800000000013,-10.9061,-15.052999999999997,-0.6477000000000004,-4.1000000000000085,-64,-15.0,105,-0.6000000000000085,31,3.3354999999999997,-12.132400000000004,1.3574999999999946,-2.5580000000000034,1.2005000000000017,-1.5471000000000004,-3.8722000000000065,0.8335000000000008,-6.910200000000003,1.5686999999999998,-9.057000000000002,-2.3275000000000006,0.5477999999999952,-0.46300000000000097,-0.08480000000000132,3.0775000000000006,1.1322,-1.7548999999999992,0.24109999999999587,-3.5905999999999985,-2.453800000000001,0.0039000000000000007,-2.7572999999999865,-11.041300000000001,-13.798999999999992,-0.32500000000000284,-10.614900000000006,-9.203000000000003,-39.0,53.0,114.0,16.0,-124.0,69.0,65.0,-2.1210999999999984,-64,-64,51,105,31,-97,-186,-45,94,-43,43,101,-18,137,-26,58,32,-14,11,7,69,59,-46,14,-118,-106,37,-198,81,58,84,-12.200000000000003,-186,-9.099999999999994,58,-2.1000000000000085,58,11,0.0315,1.4708000000000006,-2.125,-2.669800000000002
11,2003,136,1281,1356,72,71,1281,1356,1,1281,Missouri,Southern Illinois,6,11,1.3046000000000006,2.0,-4.3626000000000005,5.560200000000002,1.1979999999999933,-0.9842999999999904,-4.3999999999999915,-62,1.2000000000000028,-13,-0.8999999999999915,48,2.3920000000000012,-1.3052999999999884,2.063199999999995,-0.2224999999999966,-1.8405999999999985,-1.1820999999999984,-2.6125000000000043,8.237099999999998,-3.8166999999999973,-2.8720999999999997,-3.7489999999999952,5.291499999999999,-5.133299999999998,6.807500000000001,-1.674400000000002,3.0685000000000002,1.9527999999999999,-2.3312000000000026,-7.3603999999999985,2.097899999999999,-1.2001999999999953,0.02489999999999999,-5.188999999999993,5.7904,0.6020000000000039,-1.120500000000007,-2.387600000000006,-4.412000000000006,-71.0,-25.0,-7.0,50.0,-63.0,52.0,-33.0,0.6436000000000064,-27,-62,-27,-13,48,-96,-35,-83,9,70,50,77,-188,116,58,48,-165,125,-165,46,75,86,-63,-237,67,-57,144,216,73,-30,64,-1.3000000000000114,-35,-3.799999999999997,48,0.6000000000000085,-30,-5,-0.03359999999999999,1.9170000000000016,0.6012999999999948,-1.5187999999999988
12,2003,136,1323,1454,70,69,1323,1454,1,1323,Notre Dame,Milwaukee,5,12,-1.9318000000000026,-1.0,0.16389999999999816,7.3378,7.5020000000000095,-1.975999999999999,0.20000000000000284,1,7.5,-53,-2.0,43,2.052999999999999,0.2115000000000009,6.483800000000002,0.7618000000000009,-7.2455,-5.6370000000000005,2.9052000000000007,-1.9495000000000005,7.139300000000006,-0.3147999999999982,1.3370000000000033,-1.7121999999999993,-3.2753000000000014,1.1853000000000016,2.0900999999999996,3.003999999999998,1.5109999999999992,-4.784000000000006,1.2881,-4.729399999999998,-1.6063999999999936,-0.013999999999999999,1.0887000000000029,7.043999999999999,8.13199999999999,-1.9849999999999994,0.12100000000000932,2.209000000000003,18.0,-29.0,-48.0,47.0,6.0,-20.0,-8.0,0.29699999999999704,22,1,-34,-53,43,-65,10,-196,-31,265,147,-102,28,-174,7,-16,58,63,-19,-82,74,52,-132,56,-114,-95,-110,146,-112,-5,60,0.19999999999998863,10,1.3999999999999915,-16,0.3999999999999915,-5,-7,-0.0237,-2.619200000000003,0.375,-2.057000000000002
13,2003,136,1328,1354,71,54,1328,1354,1,1328,Oklahoma,South Carolina State,1,16,15.199199999999998,1.0,-15.9238,31.59996,15.676199999999994,-8.939099999999996,-15.900000000000006,-211,15.699999999999989,-235,-9.0,278,1.4275000000000002,-5.680099999999996,10.825199999999995,-8.5088,-2.3164000000000016,-3.0020999999999987,5.920500000000004,4.627100000000002,-0.7425000000000068,-13.487199999999994,8.2483,-1.0848000000000013,-3.5586999999999946,9.7727,-6.214100000000002,-2.9686999999999983,-1.0188999999999995,-1.258899999999997,-2.352400000000003,-10.478399999999997,1.4801999999999964,-0.04880000000000001,-16.01140000000001,32.40364,16.392899999999997,-9.055599999999998,-5.613200000000006,8.244,-216.0,-238.0,-236.0,277.0,-74.0,-151.0,257.0,-8.023900000000012,-188,-211,-235,-235,278,-63,-80,-286,253,114,123,-223,-107,27,236,-159,25,96,-223,243,-37,-65,-31,-111,-283,23,-273,19,-290,254,-43,-5.699999999999989,-80,8.200000000000003,-159,-8.0,254,-15,-0.0021999999999999936,-8.0394,-8.008899999999997,0.9427999999999983
14,2003,136,1390,1360,77,69,1360,1390,1,1390,San Diego,Stanford,13,4,7.548099999999991,2.0,1.1359000000000066,-6.251159999999999,-5.115000000000009,5.212800000000001,1.2000000000000028,15,-5.099999999999994,73,5.300000000000011,-192,-0.9383999999999997,0.24049999999999727,0.8351000000000042,2.964100000000002,-3.799199999999999,2.3648000000000025,2.2104,-0.1367000000000047,-1.4315999999999889,14.177999999999997,-2.7380000000000138,-4.175199999999997,-2.972200000000001,-1.483699999999999,4.4559,3.832500000000003,4.3907,1.5473999999999961,4.938099999999999,-0.45500000000000185,-2.7883999999999958,0.012199999999999989,1.4298000000000002,-6.535739999999999,-5.1059999999999945,5.321300000000008,0.5330000000000013,-2.4890000000000043,16.0,43.0,74.0,-203.0,10.0,61.0,-124.0,3.8640999999999934,-118,15,41,73,-192,43,10,-34,-106,145,-84,-85,4,39,-191,60,101,82,37,-173,56,257,58,199,-16,-155,96,17,155,-113,-106,0.29999999999999716,10,-2.700000000000003,60,3.700000000000003,-113,9,-0.005099999999999993,3.8020999999999994,3.6574000000000098,2.6768
15,2003,136,1409,1173,84,71,1173,1409,0,1409,Dayton,Tulsa,4,13,5.602400000000003,5.0,7.0,1.4946000000000002,8.494,-2.9450000000000074,7.0,120,8.5,-62,-3.0,120,-4.4921999999999995,8.323599999999999,0.39569999999999794,0.5948999999999991,-0.9906000000000006,-0.19830000000000325,-0.9187000000000012,7.311700000000002,-1.6350000000000051,8.091499999999996,5.811000000000007,6.792200000000001,-7.640099999999997,4.342400000000001,3.2977000000000025,-0.08890000000000242,1.3754999999999988,1.0799999999999983,6.4350999999999985,-3.1526999999999994,3.643900000000002,-0.008599999999999997,5.364999999999995,4.3988,9.763999999999996,-3.085800000000006,8.173900000000003,6.445999999999998,87.0,-28.0,-79.0,125.0,173.0,-65.0,146.0,-4.4902000000000015,-110,120,-11,-62,120,163,186,-14,-23,37,7,39,-143,42,-176,-52,-160,179,-102,-149,-1,83,21,269,-100,192,-65,152,-9,138,16,8.399999999999991,186,5.799999999999997,-52,-4.0,138,-9,-0.0247,-0.10079999999999956,-4.061499999999995,-0.35260000000000247
16,2003,136,1458,1451,81,74,1451,1458,1,1458,Weber State,Wisconsin,12,5,3.923899999999996,-7.0,10.125600000000006,-13.19058,-3.0660000000000025,4.554800000000007,10.099999999999994,151,-3.0,12,4.600000000000001,-124,-5.595400000000001,6.375200000000007,-3.615400000000001,1.8015000000000008,1.813900000000002,1.6713999999999984,-2.368299999999998,1.7383999999999986,-0.024699999999995725,11.455800000000004,-1.2319999999999993,1.4853999999999985,-2.842099999999995,-2.002200000000002,4.844200000000001,3.3100000000000023,1.4088000000000003,4.493600000000001,1.2042000000000002,3.9655999999999985,-3.4686999999999983,0.004400000000000001,10.015500000000003,-13.643799999999999,-3.628,4.455200000000005,6.778199999999998,-1.8490000000000038,151.0,64.0,22.0,-116.0,122.0,12.0,-100.0,4.462500000000006,-82,151,64,12,-124,118,127,43,-62,-38,-22,99,-45,1,-165,10,-59,79,54,-162,56,101,157,74,132,-172,8,82,21,-97,2,6.299999999999997,127,-1.3000000000000114,10,4.499999999999993,-97,7,-0.010400000000000006,1.916599999999999,4.497700000000009,-0.0899999999999963
17,2003,137,1120,1386,65,63,1120,1386,0,1120,Auburn,Saint Joseph's,10,7,-5.805300000000003,5.0,5.809600000000003,-7.126999999999999,-1.318000000000012,2.5160999999999945,5.799999999999997,25,-1.2999999999999972,16,2.5,-100,-0.6325000000000003,7.3097000000000065,1.6491000000000042,3.3150000000000013,-4.964100000000002,2.1713999999999984,-1.713799999999999,-9.980900000000002,-1.6397000000000048,-2.2357000000000014,-3.7249999999999943,3.169699999999999,10.740299999999998,-9.3322,-1.4080000000000013,-3.119799999999998,-0.5449999999999999,7.873600000000003,-0.06220000000000425,5.905799999999999,3.1587000000000103,0.0228,6.618300000000005,-8.7081,-2.0900000000000034,2.332099999999997,7.477800000000002,-4.039999999999992,29.0,36.0,28.0,-97.0,56.0,78.0,-86.0,2.359799999999993,121,25,29,16,-100,3,61,-43,-86,201,-58,81,179,53,58,72,-93,-231,196,68,-80,-29,111,-5,181,82,176,-34,202,-83,-9,7.300000000000011,61,-3.700000000000003,72,2.4000000000000057,-83,3,0.005699999999999997,3.9527,2.4523999999999972,0.2554000000000016
18,2003,137,1139,1280,47,46,1139,1280,0,1139,Butler,Mississippi State,12,5,-1.142700000000005,0.0,13.457000000000008,-5.434999999999999,8.022000000000006,-6.280700000000003,13.5,109,8.0,-68,-6.199999999999996,62,-5.7884,10.7864,7.487299999999998,-6.011700000000001,-1.4756,1.1418999999999997,4.976499999999994,13.195300000000003,4.352400000000003,0.9199000000000019,9.087000000000003,-9.611100000000004,-13.397599999999997,13.0778,0.3199000000000005,-2.4772999999999996,2.3189,4.634499999999996,2.194899999999997,-6.8047,-0.9903000000000048,-0.0324,13.610799999999998,-7.026900000000001,6.583999999999989,-6.336500000000001,10.19420000000001,9.399000000000001,112.0,23.0,-53.0,72.0,139.0,-87.0,81.0,-7.142300000000006,26,109,17,-68,62,235,151,-192,186,30,-10,-173,-208,-148,-19,-95,267,280,-225,-10,-2,159,159,117,-219,-24,-227,131,-240,70,-57,10.799999999999997,151,9.100000000000009,-95,-7.000000000000007,70,7,-0.02600000000000001,-5.8111,-6.952200000000005,3.6987999999999985
19,2003,137,1196,1358,85,55,1196,1358,1,1196,Florida,Sam Houston,2,15,-2.173899999999996,1.0,-6.284300000000002,21.316813,15.031999999999996,-2.1966000000000037,-6.199999999999989,-100,15.0,-173,-2.200000000000003,98,-3.5931999999999995,0.9677999999999969,4.805,1.0795999999999992,-5.884599999999999,3.368400000000001,3.2768000000000015,5.822900000000004,-0.4403999999999968,-10.563500000000005,8.397000000000006,0.3282000000000025,-1.5864000000000047,7.416399999999999,-5.830100000000002,-6.918300000000009,2.5545999999999998,4.210299999999997,0.6186000000000007,0.5926000000000009,-3.1204000000000036,-0.007900000000000004,-6.544799999999995,21.70072,15.155999999999992,-1.893100000000004,1.6143,7.971999999999994,-97.0,-137.0,-163.0,88.0,13.0,-98.0,70.0,-1.3443999999999932,26,-100,-146,-173,98,68,14,-157,-39,225,-67,-100,-92,19,207,-117,-9,28,-127,239,-51,182,95,20,24,-77,-74,-24,-159,80,-88,0.9000000000000057,14,8.400000000000006,-117,-1.7000000000000028,80,-13,0.002699999999999994,-2.9176,-1.7001000000000062,4.205599999999997
20,2003,137,1231,1104,67,62,1104,1231,1,1231,Alabama,Indiana,10,7,-8.9972,2.0,-3.13600000000001,0.12129999999999974,-3.0150000000000006,1.6408000000000058,-3.200000000000003,-48,-3.1000000000000085,19,1.5999999999999943,-41,-1.5013000000000005,-3.8623000000000047,-6.841300000000004,8.359199999999998,-1.5178999999999974,-0.3200000000000003,-2.7197999999999993,-4.914299999999997,-0.5795999999999992,-4.640300000000003,-2.4369999999999976,6.272699999999997,6.199399999999997,-4.648100000000003,-1.5512000000000015,0.5313999999999979,-2.378,0.027099999999997237,4.035700000000002,7.062700000000003,-0.1910000000000025,-0.0155,-3.3813999999999993,0.9047000000000001,-2.4760000000000133,1.5682000000000045,-3.515900000000002,-2.753,-45.0,-7.0,19.0,-46.0,-97.0,39.0,-22.0,0.7723999999999904,188,-48,-3,19,-41,36,-99,196,-245,63,13,113,77,16,86,35,-190,-103,98,67,13,-149,2,90,219,-10,-90,-131,64,-22,79,-3.8000000000000114,-99,-2.5,35,0.8999999999999915,-22,3,0.032100000000000004,2.3026000000000018,0.9433999999999969,-1.8524999999999991
