Season,DayNum,WTeamID,LTeamID,WScore,LScore,team1Id,team2Id,winnerTeamId,y,team1Name,team2Name,team1_Short Conference Name,team1_Pre-Tournament.Tempo,team1_Pre-Tournament.RankTempo,team1_Pre-Tournament.AdjTempo,team1_Pre-Tournament.RankAdjTempo,team1_Pre-Tournament.OE,team1_Pre-Tournament.RankOE,team1_Pre-Tournament.AdjOE,team1_Pre-Tournament.RankAdjOE,team1_Pre-Tournament.DE,team1_Pre-Tournament.RankDE,team1_Pre-Tournament.AdjDE,team1_Pre-Tournament.RankAdjDE,team1_Pre-Tournament.AdjEM,team1_Pre-Tournament.RankAdjEM,team1_Mapped ESPN Team Name,team1_Seed,team1_Post-Season Tournament,team2_Short Conference Name,team2_Pre-Tournament.Tempo,team2_Pre-Tournament.RankTempo,team2_Pre-Tournament.AdjTempo,team2_Pre-Tournament.RankAdjTempo,team2_Pre-Tournament.OE,team2_Pre-Tournament.RankOE,team2_Pre-Tournament.AdjOE,team2_Pre-Tournament.RankAdjOE,team2_Pre-Tournament.DE,team2_Pre-Tournament.RankDE,team2_Pre-Tournament.AdjDE,team2_Pre-Tournament.RankAdjDE,team2_Pre-Tournament.AdjEM,team2_Pre-Tournament.RankAdjEM,team2_Mapped ESPN Team Name,team2_Seed,team2_Post-Season Tournament,Pre-Tournament.AdjDE_diff,Pre-Tournament.AdjEM_diff,Pre-Tournament.AdjOE_diff,Pre-Tournament.AdjTempo_diff,Pre-Tournament.DE_diff,Pre-Tournament.OE_diff,Pre-Tournament.RankAdjDE_diff,Pre-Tournament.RankAdjEM_diff,Pre-Tournament.RankAdjOE_diff,Pre-Tournament.RankAdjTempo_diff,Pre-Tournament.RankDE_diff,Pre-Tournament.RankOE_diff,Pre-Tournament.RankTempo_diff,Pre-Tournament.Tempo_diff,Seed_diff,teamFgPct,teamThreePtPct,teamFtPct,teamEFgPct,teamAstTo,oppFgPct,oppThreePtPct,oppFtPct,oppEFgPct,oppAstTo,fgPctDiff,threePtPctDiff,ftPctDiff,eFgPctDiff,astToDiff
2003,136,1266,1221,72,68,1221,1266,1266,0,Holy Cross,Marquette,Pat,65.4927,280.0,65.3578,243.0,105.962,70.0,105.034,116.0,88.5436,2.0,94.8568,41.0,10.1775,69.0,Holy Cross,14.0,March Madness,CUSA,67.6138,215.0,65.6828,227.0,115.165,1.0,118.833,2.0,99.1585,126.0,97.6141,80.0,21.2188,16.0,Marquette,3.0,March Madness,-2.7572999999999865,-11.041300000000001,-13.798999999999992,-0.32500000000000284,-10.614900000000006,-9.203000000000003,-39.0,53.0,114.0,16.0,-124.0,69.0,65.0,-2.1210999999999984,11.0,44.44,33.33,60.0,49.07,1.56,46.96,49.38,77.55,53.72,1.31,-2.52,-16.05,-17.55,-4.65,0.25
2003,136,1281,1356,72,71,1281,1356,1281,1,Missouri,Southern Illinois,B12,68.5742,165.0,66.5071,185.0,104.607,83.0,111.397,32.0,97.0599,70.0,93.7637,29.0,17.6329,27.0,Missouri,6.0,March Madness,MVC,67.9306,198.0,67.6276,135.0,109.019,31.0,110.795,39.0,99.4475,133.0,98.9527,100.0,11.8425,52.0,Southern Illinois,11.0,March Madness,-5.188999999999993,5.7904,0.6020000000000039,-1.120500000000007,-2.387600000000006,-4.412000000000006,-71.0,-25.0,-7.0,50.0,-63.0,52.0,-33.0,0.6436000000000064,-5.0,47.58,40.82,70.27,55.65,0.74,40.0,42.11,52.38,46.15,1.46,7.58,-1.29,17.89,9.5,-0.72
2003,136,1323,1454,70,69,1323,1454,1323,1,Notre Dame,Milwaukee,BE,71.5974,59.0,69.2334,76.0,110.396,21.0,117.565,5.0,98.1264,96.0,97.8837,83.0,19.6817,21.0,Notre Dame,5.0,March Madness,Horz,71.3004,67.0,71.2184,29.0,108.187,41.0,109.433,53.0,98.0054,90.0,96.795,65.0,12.6377,50.0,Milwaukee,12.0,March Madness,1.0887000000000029,7.043999999999999,8.13199999999999,-1.9849999999999994,0.12100000000000932,2.209000000000003,18.0,-29.0,-48.0,47.0,6.0,-20.0,-8.0,0.29699999999999704,-7.0,41.95,43.33,77.08,49.43,0.68,34.85,34.78,75.0,40.91,1.25,7.1,8.55,2.08,8.52,-0.57
2003,136,1328,1354,71,54,1328,1354,1328,1,Oklahoma,South Carolina State,B12,64.5516,294.0,62.6863,300.0,108.524,35.0,112.913,24.0,92.2058,12.0,89.4266,10.0,23.4861,8.0,Oklahoma,1.0,March Madness,MEAC,72.5755,37.0,71.7419,23.0,100.28,186.0,96.5201,260.0,97.819,86.0,105.438,226.0,-8.91754,246.0,South Carolina State,16.0,March Madness,-16.01140000000001,32.40364,16.392899999999997,-9.055599999999998,-5.613200000000006,8.244,-216.0,-238.0,-236.0,277.0,-74.0,-151.0,257.0,-8.023900000000012,-15.0,43.98,37.68,57.75,50.0,0.98,40.38,30.0,75.0,46.15,0.44,3.6,7.68,-17.25,3.85,0.54
2003,136,1390,1360,77,69,1360,1390,1390,0,San Diego,Stanford,WCC,72.4713,40.0,70.81,38.0,102.301,140.0,104.732,123.0,97.9604,89.0,96.3702,60.0,8.36166,81.0,San Diego,13.0,March Madness,P10,68.6072,164.0,65.4887,241.0,104.79,79.0,109.838,49.0,97.4274,79.0,94.9404,44.0,14.8974,38.0,Stanford,4.0,March Madness,1.4298000000000002,-6.535739999999999,-5.1059999999999945,5.321300000000008,0.5330000000000013,-2.4890000000000043,16.0,43.0,74.0,-203.0,10.0,61.0,-124.0,3.8640999999999934,9.0,32.79,22.22,78.12,36.07,0.64,44.44,34.04,71.88,50.79,1.12,-11.65,-11.82,6.24,-14.72,-0.48
2003,136,1409,1173,84,71,1173,1409,1409,0,Dayton,Tulsa,A10,64.5776,293.0,64.3077,277.0,112.331,6.0,116.878,7.0,102.019,199.0,101.035,140.0,15.8425,32.0,Dayton,4.0,March Madness,WAC,69.0678,147.0,67.3935,152.0,105.885,71.0,107.114,86.0,93.8451,26.0,95.67,53.0,11.4437,60.0,Tulsa,13.0,March Madness,5.364999999999995,4.3988,9.763999999999996,-3.085800000000006,8.173900000000003,6.445999999999998,87.0,-28.0,-79.0,125.0,173.0,-65.0,146.0,-4.4902000000000015,-9.0,42.42,32.14,66.67,49.24,1.0,50.86,47.83,83.33,55.6,1.3,-8.44,-15.69,-16.66,-6.36,-0.3
2003,136,1458,1451,81,74,1451,1458,1458,0,Weber State,Wisconsin,BSky,67.6478,211.0,66.2827,195.0,110.098,22.0,111.03,36.0,99.6273,140.0,102.287,167.0,8.7425,76.0,Weber State,12.0,March Madness,B10,63.1853,311.0,61.8275,311.0,111.947,10.0,114.658,14.0,92.8491,18.0,92.2715,16.0,22.3863,12.0,Wisconsin,5.0,March Madness,10.015500000000003,-13.643799999999999,-3.628,4.455200000000005,6.778199999999998,-1.8490000000000038,151.0,64.0,22.0,-116.0,122.0,12.0,-100.0,4.462500000000006,7.0,40.85,29.17,60.0,45.77,0.9,45.0,33.9,63.64,51.25,1.28,-4.15,-4.73,-3.64,-5.48,-0.38
2003,137,1120,1386,65,63,1120,1386,1120,1,Auburn,Saint Joseph's,SEC,68.1467,184.0,66.7988,174.0,102.385,137.0,107.32,83.0,96.5955,59.0,94.4324,34.0,12.8881,49.0,Auburn,10.0,March Madness,A10,65.7869,270.0,64.4667,271.0,106.425,59.0,109.41,55.0,89.1177,3.0,87.8141,5.0,21.5962,13.0,Saint Joseph's,7.0,March Madness,6.618300000000005,-8.7081,-2.0900000000000034,2.332099999999997,7.477800000000002,-4.039999999999992,29.0,36.0,28.0,-97.0,56.0,78.0,-86.0,2.359799999999993,3.0,43.18,35.59,76.0,49.15,0.8,37.29,25.0,81.25,42.37,0.92,5.89,10.59,-5.25,6.78,-0.12
2003,137,1139,1280,47,46,1139,1280,1139,1,Butler,Mississippi State,Horz,59.6995,325.0,58.7876,325.0,113.482,3.0,115.085,13.0,99.9479,145.0,99.7088,113.0,15.3765,34.0,Butler,12.0,March Madness,SEC,66.8418,244.0,65.1241,253.0,104.083,90.0,108.501,66.0,89.7537,6.0,86.098,1.0,22.4034,11.0,Mississippi State,5.0,March Madness,13.610799999999998,-7.026900000000001,6.583999999999989,-6.336500000000001,10.19420000000001,9.399000000000001,112.0,23.0,-53.0,72.0,139.0,-87.0,81.0,-7.142300000000006,7.0,45.07,43.4,65.91,53.17,1.09,36.36,28.57,57.14,43.18,1.0,8.71,14.83,8.77,9.99,0.09
2003,137,1196,1358,85,55,1196,1358,1196,1,Florida,Sam Houston,SEC,67.4128,225.0,65.2411,250.0,111.288,14.0,117.327,6.0,95.2392,38.0,93.6932,28.0,23.6341,7.0,Florida,2.0,March Madness,Slnd,68.7572,155.0,67.1342,162.0,103.316,112.0,102.171,169.0,93.6249,25.0,100.238,125.0,1.93338,144.0,Sam Houston,15.0,March Madness,-6.544799999999995,21.70072,15.155999999999992,-1.893100000000004,1.6143,7.971999999999994,-97.0,-137.0,-163.0,88.0,13.0,-98.0,70.0,-1.3443999999999932,-13.0,46.15,36.73,65.38,54.81,1.38,33.33,33.33,61.11,38.6,0.62,12.82,3.4,4.27,16.21,0.76
2003,137,1231,1104,67,62,1104,1231,1231,0,Alabama,Indiana,SEC,66.4245,253.0,65.5541,237.0,103.59,100.0,110.57,40.0,97.9081,88.0,95.1017,47.0,15.468,33.0,Alabama,10.0,March Madness,B10,65.6521,275.0,63.9859,283.0,106.343,61.0,113.046,21.0,101.424,185.0,98.4831,92.0,14.5633,40.0,Indiana,7.0,March Madness,-3.3813999999999993,0.9047000000000001,-2.4760000000000133,1.5682000000000045,-3.515900000000002,-2.753,-45.0,-7.0,19.0,-46.0,-97.0,39.0,-22.0,0.7723999999999904,3.0,42.31,41.67,81.25,47.12,1.62,40.86,37.14,83.33,47.85,1.17,1.45,4.53,-2.08,-0.73,0.45
2003,137,1246,1237,95,64,1237,1246,1246,0,IU Indianapolis,Kentucky,MCon,68.4166,173.0,66.9628,167.0,103.494,103.0,103.059,151.0,101.915,196.0,102.298,168.0,0.761365,159.0,IU Indianapolis,16.0,March Madness,SEC,69.4285,134.0,67.5518,142.0,111.461,13.0,116.802,8.0,92.4391,14.0,87.0347,4.0,29.7672,1.0,Kentucky,1.0,March Madness,15.263300000000001,-29.005834999999998,-13.74300000000001,-0.5889999999999986,9.47590000000001,-7.966999999999999,164.0,158.0,143.0,25.0,182.0,90.0,39.0,-1.0118999999999971,15.0,36.67,26.67,72.73,40.0,0.53,49.36,35.19,67.53,53.43,1.1,-12.69,-8.52,5.2,-13.43,-0.57
2003,137,1257,1122,86,64,1122,1257,1257,0,Austin Peay,Louisville,OVC,66.9257,240.0,64.2385,279.0,102.385,136.0,101.166,191.0,99.1226,125.0,98.0055,86.0,3.16008,129.0,Austin Peay,13.0,March Madness,CUSA,72.4676,41.0,72.419,13.0,112.229,7.0,116.078,10.0,93.5932,24.0,92.4271,18.0,23.6507,6.0,Louisville,4.0,March Madness,5.578400000000002,-20.49062,-14.912000000000006,-8.180499999999995,5.52940000000001,-9.843999999999994,68.0,123.0,181.0,266.0,101.0,129.0,199.0,-5.541899999999998,9.0,44.44,9.52,63.64,46.3,0.61,50.81,38.78,70.59,58.47,1.19,-6.37,-29.26,-6.95,-12.17,-0.58
2003,137,1268,1423,75,73,1268,1423,1268,1,Maryland,UNC Wilmington,ACC,73.7863,23.0,71.7698,21.0,108.453,36.0,110.916,38.0,89.9534,7.0,89.4227,9.0,21.493,14.0,Maryland,6.0,March Madness,CAA,65.8771,268.0,64.3593,274.0,107.555,50.0,108.916,60.0,89.5767,5.0,94.4886,35.0,14.4278,41.0,UNC Wilmington,11.0,March Madness,-5.065899999999999,7.065199999999999,2.0,7.410499999999999,0.3766999999999996,0.8979999999999961,-26.0,-27.0,-22.0,-253.0,2.0,-14.0,-245.0,7.9091999999999985,-5.0,46.39,31.25,82.0,50.9,1.22,36.36,44.83,76.92,48.18,2.0,10.03,-13.58,5.08,2.72,-0.78
2003,137,1277,1160,79,64,1160,1277,1277,0,Colorado,Michigan State,B12,71.8548,54.0,69.8746,60.0,104.476,86.0,109.283,57.0,97.2061,75.0,93.4129,24.0,15.8705,31.0,Colorado,10.0,March Madness,B10,65.101,286.0,63.6011,286.0,102.885,124.0,108.72,65.0,93.3255,23.0,90.9288,13.0,17.7907,26.0,Michigan State,7.0,March Madness,2.484099999999998,-1.9202000000000012,0.5630000000000024,6.2734999999999985,3.880600000000001,1.590999999999994,11.0,5.0,-8.0,-226.0,52.0,-38.0,-232.0,6.753799999999998,3.0,43.33,35.71,41.18,47.5,0.69,46.45,43.55,74.07,52.84,1.02,-3.12,-7.84,-32.89,-5.34,-0.33
2003,137,1329,1335,77,63,1329,1335,1329,1,Oklahoma State,Pennsylvania,B12,68.1156,187.0,66.5752,180.0,100.393,182.0,106.039,100.0,91.1255,9.0,88.7021,6.0,17.3367,28.0,Oklahoma State,6.0,March Madness,Ivy,64.0888,302.0,63.312,292.0,109.205,29.0,110.324,44.0,92.4372,13.0,96.0575,58.0,14.2661,43.0,Pennsylvania,11.0,March Madness,-7.355400000000003,3.0706000000000007,-4.284999999999997,3.2631999999999977,-1.3117000000000019,-8.811999999999998,-52.0,-15.0,56.0,-112.0,-4.0,153.0,-115.0,4.026799999999994,-5.0,43.36,25.64,53.19,47.79,0.94,48.78,44.44,93.75,58.54,0.94,-5.42,-18.8,-40.56,-10.75,0.0
2003,137,1338,1447,87,61,1338,1447,1338,1,Pittsburgh,Wagner,BE,68.235,181.0,64.8023,266.0,109.35,26.0,113.295,19.0,86.6344,1.0,86.1165,2.0,27.1788,2.0,Pittsburgh,2.0,March Madness,NEC,70.2754,104.0,67.6016,138.0,107.818,44.0,104.796,120.0,101.404,184.0,105.842,233.0,-1.04621,178.0,Wagner,15.0,March Madness,-19.725499999999997,28.225009999999997,8.498999999999995,-2.7993000000000023,-14.769599999999997,1.5319999999999965,-231.0,-176.0,-101.0,128.0,-183.0,-18.0,77.0,-2.0404000000000053,-13.0,54.04,43.59,68.75,59.32,1.72,41.18,33.33,66.67,48.04,0.68,12.86,10.26,2.08,11.28,1.04
2003,137,1345,1261,80,56,1261,1345,1345,0,LSU,Purdue,SEC,68.1206,186.0,67.5469,144.0,107.707,46.0,111.998,28.0,92.6093,15.0,91.9602,14.0,20.0374,19.0,LSU,8.0,March Madness,B10,69.4334,133.0,69.1792,78.0,102.512,132.0,106.758,91.0,93.8661,28.0,90.7963,12.0,15.962,30.0,Purdue,9.0,March Madness,1.1638999999999982,4.075400000000002,5.240000000000009,-1.6323000000000008,-1.2567999999999984,5.194999999999993,2.0,-11.0,-63.0,66.0,-13.0,-86.0,53.0,-1.31280000000001,-1.0,33.33,23.08,58.82,38.33,0.44,43.86,43.75,76.74,50.0,0.53,-10.53,-20.67,-17.92,-11.67,-0.09
2003,137,1393,1264,76,65,1264,1393,1393,0,Manhattan,Syracuse,MAAC,70.6887,89.0,68.2203,113.0,106.07,66.0,105.641,105.0,93.8602,27.0,95.6169,52.0,10.0239,70.0,Manhattan,14.0,March Madness,BE,72.5143,39.0,70.5221,46.0,109.727,24.0,113.951,18.0,96.0715,51.0,93.9947,31.0,19.9564,20.0,Syracuse,3.0,March Madness,1.6222000000000065,-9.9325,-8.309999999999988,-2.3018,-2.2112999999999943,-3.6570000000000107,21.0,50.0,87.0,67.0,-24.0,42.0,50.0,-1.8256000000000085,11.0,36.07,28.57,83.33,40.98,1.45,50.29,42.5,69.42,55.26,0.9,-14.22,-13.93,13.91,-14.28,0.55
2003,137,1400,1421,82,61,1400,1421,1400,1,Texas,UNC Asheville,B12,70.6344,91.0,69.0435,81.0,111.136,16.0,118.524,3.0,96.8655,64.0,95.1369,48.0,23.3866,9.0,Texas,1.0,March Madness,BSth,69.782,121.0,67.655,134.0,100.382,184.0,100.943,194.0,110.119,315.0,114.311,319.0,-13.3682,287.0,UNC Asheville,16.0,March Madness,-19.17410000000001,36.7548,17.581000000000003,1.3884999999999934,-13.253500000000003,10.75399999999999,-271.0,-278.0,-191.0,-53.0,-251.0,-168.0,-30.0,0.8524000000000029,-15.0,43.0,40.0,75.0,48.21,1.31,41.98,32.0,71.05,48.09,0.96,1.02,8.0,3.95,0.12,0.35
2003,137,1428,1332,60,58,1332,1428,1428,0,Oregon,Utah,P10,75.1019,10.0,71.0944,32.0,109.054,30.0,112.498,25.0,98.6026,107.0,98.1497,88.0,14.3485,42.0,Oregon,8.0,March Madness,MWC,62.0694,313.0,61.9372,310.0,106.269,62.0,107.925,73.0,95.6871,44.0,93.0806,21.0,14.8447,39.0,Utah,9.0,March Madness,5.069099999999992,-0.4962,4.5730000000000075,9.157199999999996,2.9154999999999944,2.7849999999999966,67.0,3.0,-48.0,-278.0,63.0,-32.0,-303.0,13.032499999999999,-1.0,34.55,17.65,70.83,37.27,0.47,33.94,35.14,79.41,39.91,0.52,0.61,-17.49,-8.58,-2.64,-0.05
2003,137,1448,1190,76,73,1190,1448,1448,0,East Tennessee State,Wake Forest,SC,77.7306,2.0,75.186,3.0,102.081,146.0,101.21,190.0,99.2088,128.0,100.466,129.0,0.744035,160.0,East Tennessee State,15.0,March Madness,ACC,69.3699,139.0,67.6965,131.0,112.225,8.0,115.774,11.0,96.9798,68.0,94.9376,43.0,20.8361,18.0,Wake Forest,2.0,March Madness,5.528399999999991,-20.092064999999998,-14.564000000000007,7.489500000000007,2.228999999999999,-10.143999999999991,86.0,142.0,179.0,-128.0,60.0,138.0,-137.0,8.360699999999994,13.0,40.0,50.0,71.43,44.17,0.47,39.83,30.43,73.17,45.76,0.49,0.17,19.57,-1.74,-1.59,-0.02
2003,137,1462,1407,71,59,1407,1462,1462,0,Troy,Xavier,ASun,73.2213,30.0,70.603,42.0,108.324,38.0,107.4,81.0,96.6124,60.0,101.103,142.0,6.29692,98.0,Troy,14.0,March Madness,A10,69.4112,135.0,68.1862,115.0,111.526,12.0,114.503,15.0,94.3453,30.0,93.665,27.0,20.8379,17.0,Xavier,3.0,March Madness,7.437999999999988,-14.540980000000001,-7.102999999999994,2.416799999999995,2.2670999999999992,-3.201999999999998,115.0,81.0,66.0,-73.0,30.0,26.0,-105.0,3.8101000000000056,11.0,35.38,37.93,33.33,43.85,1.44,38.02,34.21,71.43,43.39,1.82,-2.64,3.72,-38.1,0.46,-0.38
